4	1	11	1
4	2	11	1
4	3	11	1
4	4	11	1
4	5	11	1
4	6	11	1
4	7	11	1
4	8	11	1
4	9	11	1
4	10	11	1
4	11	11	1
5	1	11	2
5	2	11	2
5	3	11	2
5	4	11	2
5	5	11	2
5	6	11	2
5	7	11	2
5	8	11	2
5	9	11	2
5	10	11	2
5	11	11	2
8	1	11	3
8	2	11	3
8	3	11	3
8	4	11	3
8	5	11	3
8	6	11	3
8	7	11	3
8	8	11	3
8	9	11	3
8	10	11	3
8	11	11	3
14	1	21	4
14	2	21	4
14	3	21	4
14	4	21	4
14	5	21	4
14	6	21	4
14	7	21	4
14	8	21	4
14	9	21	4
14	10	21	4
14	11	21	4
14	12	21	4
14	13	21	4
14	14	21	4
14	15	21	4
14	16	21	4
14	17	21	4
14	18	21	4
14	19	21	4
14	20	21	4
14	21	21	4
17	1	31	5
17	2	31	5
17	3	31	5
17	4	31	5
17	5	31	5
17	6	31	5
17	7	31	5
17	8	31	5
17	9	31	5
17	10	31	5
17	11	31	5
17	12	31	5
17	13	31	5
17	14	31	5
17	15	31	5
17	16	31	5
17	17	31	5
17	18	31	5
17	19	31	5
17	20	31	5
17	21	31	5
17	22	31	5
17	23	31	5
17	24	31	5
17	25	31	5
17	26	31	5
17	27	31	5
17	28	31	5
17	29	31	5
17	30	31	5
17	31	31	5
20	1	51	6
20	2	51	6
20	3	51	6
20	4	51	6
20	5	51	6
20	6	51	6
20	7	51	6
20	8	51	6
20	9	51	6
20	10	51	6
20	11	51	6
20	12	51	6
20	13	51	6
20	14	51	6
20	15	51	6
20	16	51	6
20	17	51	6
20	18	51	6
20	19	51	6
20	20	51	6
20	21	51	6
20	22	51	6
20	23	51	6
20	24	51	6
20	25	51	6
20	26	51	6
20	27	51	6
20	28	51	6
20	29	51	6
20	30	51	6
20	31	51	6
20	32	51	6
20	33	51	6
20	34	51	6
20	35	51	6
20	36	51	6
20	37	51	6
20	38	51	6
20	39	51	6
20	40	51	6
20	41	51	6
20	42	51	6
20	43	51	6
20	44	51	6
20	45	51	6
20	46	51	6
20	47	51	6
20	48	51	6
20	49	51	6
20	50	51	6
20	51	51	6
24	1	21	7
24	2	21	7
24	3	21	7
24	4	21	7
24	5	21	7
24	6	21	7
24	7	21	7
24	8	21	7
24	9	21	7
24	10	21	7
24	11	21	7
24	12	21	7
24	13	21	7
24	14	21	7
24	15	21	7
24	16	21	7
24	17	21	7
24	18	21	7
24	19	21	7
24	20	21	7
24	21	21	7
30	1	71	8
30	2	71	8
30	3	71	8
30	4	71	8
30	5	71	8
30	6	71	8
30	7	71	8
30	8	71	8
30	9	71	8
30	10	71	8
30	11	71	8
30	12	71	8
30	13	71	8
30	14	71	8
30	15	71	8
30	16	71	8
30	17	71	8
30	18	71	8
30	19	71	8
30	20	71	8
30	21	71	8
30	22	71	8
30	23	71	8
30	24	71	8
30	25	71	8
30	26	71	8
30	27	71	8
30	28	71	8
30	29	71	8
30	30	71	8
30	31	71	8
30	32	71	8
30	33	71	8
30	34	71	8
30	35	71	8
30	36	71	8
30	37	71	8
30	38	71	8
30	39	71	8
30	40	71	8
30	41	71	8
30	42	71	8
30	43	71	8
30	44	71	8
30	45	71	8
30	46	71	8
30	47	71	8
30	48	71	8
30	49	71	8
30	50	71	8
30	51	71	8
30	52	71	8
30	53	71	8
30	54	71	8
30	55	71	8
30	56	71	8
30	57	71	8
30	58	71	8
30	59	71	8
30	60	71	8
30	61	71	8
30	62	71	8
30	63	71	8
30	64	71	8
30	65	71	8
30	66	71	8
30	67	71	8
30	68	71	8
30	69	71	8
30	70	71	8
30	71	71	8
33	1	1	9
34	1	11	10
34	2	11	10
34	3	11	10
34	4	11	10
34	5	11	10
34	6	11	10
34	7	11	10
34	8	11	10
34	9	11	10
34	10	11	10
34	11	11	10
35	1	21	11
35	2	21	11
35	3	21	11
35	4	21	11
35	5	21	11
35	6	21	11
35	7	21	11
35	8	21	11
35	9	21	11
35	10	21	11
35	11	21	11
35	12	21	11
35	13	21	11
35	14	21	11
35	15	21	11
35	16	21	11
35	17	21	11
35	18	21	11
35	19	21	11
35	20	21	11
35	21	21	11
38	1	11	12
38	2	11	12
38	3	11	12
38	4	11	12
38	5	11	12
38	6	11	12
38	7	11	12
38	8	11	12
38	9	11	12
38	10	11	12
38	11	11	12
46	1	31	13
46	2	31	13
46	3	31	13
46	4	31	13
46	5	31	13
46	6	31	13
46	7	31	13
46	8	31	13
46	9	31	13
46	10	31	13
46	11	31	13
46	12	31	13
46	13	31	13
46	14	31	13
46	15	31	13
46	16	31	13
46	17	31	13
46	18	31	13
46	19	31	13
46	20	31	13
46	21	31	13
46	22	31	13
46	23	31	13
46	24	31	13
46	25	31	13
46	26	31	13
46	27	31	13
46	28	31	13
46	29	31	13
46	30	31	13
46	31	31	13
47	1	21	14
47	2	21	14
47	3	21	14
47	4	21	14
47	5	21	14
47	6	21	14
47	7	21	14
47	8	21	14
47	9	21	14
47	10	21	14
47	11	21	14
47	12	21	14
47	13	21	14
47	14	21	14
47	15	21	14
47	16	21	14
47	17	21	14
47	18	21	14
47	19	21	14
47	20	21	14
47	21	21	14
50	1	21	15
50	2	21	15
50	3	21	15
50	4	21	15
50	5	21	15
50	6	21	15
50	7	21	15
50	8	21	15
50	9	21	15
50	10	21	15
50	11	21	15
50	12	21	15
50	13	21	15
50	14	21	15
50	15	21	15
50	16	21	15
50	17	21	15
50	18	21	15
50	19	21	15
50	20	21	15
50	21	21	15
54	1	41	16
54	2	41	16
54	3	41	16
54	4	41	16
54	5	41	16
54	6	41	16
54	7	41	16
54	8	41	16
54	9	41	16
54	10	41	16
54	11	41	16
54	12	41	16
54	13	41	16
54	14	41	16
54	15	41	16
54	16	41	16
54	17	41	16
54	18	41	16
54	19	41	16
54	20	41	16
54	21	41	16
54	22	41	16
54	23	41	16
54	24	41	16
54	25	41	16
54	26	41	16
54	27	41	16
54	28	41	16
54	29	41	16
54	30	41	16
54	31	41	16
54	32	41	16
54	33	41	16
54	34	41	16
54	35	41	16
54	36	41	16
54	37	41	16
54	38	41	16
54	39	41	16
54	40	41	16
54	41	41	16
62	1	51	17
62	2	51	17
62	3	51	17
62	4	51	17
62	5	51	17
