3	1	14	1
3	2	14	1
3	3	14	1
3	4	14	1
3	5	14	1
3	6	14	1
3	7	14	1
3	8	14	1
3	9	14	1
3	10	14	1
3	11	14	1
3	12	14	1
3	13	14	1
3	14	14	1
7	1	30	2
7	2	30	2
7	3	30	2
7	4	30	2
7	5	30	2
7	6	30	2
7	7	30	2
7	8	30	2
7	9	30	2
7	10	30	2
7	11	30	2
7	12	30	2
7	13	30	2
7	14	30	2
7	15	30	2
7	16	30	2
7	17	30	2
7	18	30	2
7	19	30	2
7	20	30	2
7	21	30	2
7	22	30	2
7	23	30	2
7	24	30	2
7	25	30	2
7	26	30	2
7	27	30	2
7	28	30	2
7	29	30	2
7	30	30	2
11	1	22	3
11	2	22	3
11	3	22	3
11	4	22	3
11	5	22	3
11	6	22	3
11	7	22	3
11	8	22	3
11	9	22	3
11	10	22	3
11	11	22	3
11	12	22	3
11	13	22	3
11	14	22	3
11	15	22	3
11	16	22	3
11	17	22	3
11	18	22	3
11	19	22	3
11	20	22	3
11	21	22	3
11	22	22	3
14	1	16	4
14	2	16	4
14	3	16	4
14	4	16	4
14	5	16	4
14	6	16	4
14	7	16	4
14	8	16	4
14	9	16	4
14	10	16	4
14	11	16	4
14	12	16	4
14	13	16	4
14	14	16	4
14	15	16	4
14	16	16	4
17	1	25	5
17	2	25	5
17	3	25	5
17	4	25	5
17	5	25	5
17	6	25	5
17	7	25	5
17	8	25	5
17	9	25	5
17	10	25	5
17	11	25	5
17	12	25	5
17	13	25	5
17	14	25	5
17	15	25	5
17	16	25	5
17	17	25	5
17	18	25	5
17	19	25	5
17	20	25	5
17	21	25	5
17	22	25	5
17	23	25	5
17	24	25	5
17	25	25	5
18	1	25	6
18	2	25	6
18	3	25	6
18	4	25	6
18	5	25	6
18	6	25	6
18	7	25	6
18	8	25	6
18	9	25	6
18	10	25	6
18	11	25	6
18	12	25	6
18	13	25	6
18	14	25	6
18	15	25	6
18	16	25	6
18	17	25	6
18	18	25	6
18	19	25	6
18	20	25	6
18	21	25	6
18	22	25	6
18	23	25	6
18	24	25	6
18	25	25	6
21	1	28	7
21	2	28	7
21	3	28	7
21	4	28	7
21	5	28	7
21	6	28	7
21	7	28	7
21	8	28	7
21	9	28	7
21	10	28	7
21	11	28	7
21	12	28	7
21	13	28	7
21	14	28	7
21	15	28	7
21	16	28	7
21	17	28	7
21	18	28	7
21	19	28	7
21	20	28	7
21	21	28	7
21	22	28	7
21	23	28	7
21	24	28	7
21	25	28	7
21	26	28	7
21	27	28	7
21	28	28	7
23	1	15	8
23	2	15	8
23	3	15	8
23	4	15	8
23	5	15	8
23	6	15	8
23	7	15	8
23	8	15	8
23	9	15	8
23	10	15	8
23	11	15	8
23	12	15	8
23	13	15	8
23	14	15	8
23	15	15	8
27	1	29	9
27	2	29	9
27	3	29	9
27	4	29	9
